repair_attempt_id,repair_row_id,variant,warm_start,target_factor,truth_model,study_scenario,background_toy_index,mass_GeV,optimizer_seed,optimizer_restarts,attempt_path,result_path,result_sha256,lml,ls_opt,ls_init,const_opt,kernel_constant_init,kernel_ls_init,actual_fit,interpolation_used
repair__f12__sigpowexpq__2021_10pct_x10__t0000__m110__salt_02,repair__f12__sigpowexpq__2021_10pct_x10__t0000__m110,salt_02,False,12,sigpowexpq,2021_10pct_x10,0,0.11,1056741568,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0000/m110MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0000/m110MeV/salt_02/attempt_001/repair_row_enriched.csv,b1186cb1bdb19d050d313828604a364ef137b4279f9fa84c8f211797a0cc66c1,2066.547698936487,0.2948305501883759,0.0892643819676594,40.95101493259218,1.0,0.0892643819676594,True,False
repair__f12__sigpowexpq__2021_10pct_x10__t0000__m110__salt_03,repair__f12__sigpowexpq__2021_10pct_x10__t0000__m110,salt_03,False,12,sigpowexpq,2021_10pct_x10,0,0.11,776189082,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0000/m110MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0000/m110MeV/salt_03/attempt_001/repair_row_enriched.csv,3f9c2b65a13cc618664d3ec91717c087a258b5d7cd97547f05ffbab4d17e8ef8,2066.5476949736794,0.2948305501883759,0.0892643819676594,40.96911082975845,1.0,0.0892643819676594,True,False
repair__f12__sigpowexpq__2021_10pct_x10__t0000__m110__warm,repair__f12__sigpowexpq__2021_10pct_x10__t0000__m110,warm,True,12,sigpowexpq,2021_10pct_x10,0,0.11,431221227,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0000/m110MeV/warm/attempt_002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0000/m110MeV/warm/attempt_002/repair_row_enriched.csv,110d797eb913a58ac84e4b2dbc142c173593f9ab0b232b36fd440254193c1b86,2066.547699308777,0.2948305501883759,0.0892643819676594,40.96824526751129,1.0,0.1288420373951844,True,False
repair__f12__sigpowexpq__2021_10pct_x10__t0001__m050__salt_01,repair__f12__sigpowexpq__2021_10pct_x10__t0001__m050,salt_01,False,12,sigpowexpq,2021_10pct_x10,1,0.05,1006848072,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/salt_01/attempt_001/repair_row_enriched.csv,51c5ba57b708c15b3bbddd3472f5713f7d1552fc808e5b75a1f5be719525908c,2122.113861396358,0.3893396123966243,0.1420897918649236,75.94393564093544,1.0,0.1420897918649236,True,False
repair__f12__sigpowexpq__2021_10pct_x10__t0001__m050__salt_02,repair__f12__sigpowexpq__2021_10pct_x10__t0001__m050,salt_02,False,12,sigpowexpq,2021_10pct_x10,1,0.05,1035181557,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/salt_02/attempt_001/repair_row_enriched.csv,734bf1797ac276161590dc22647c6779cf898a158512a232c55fdd5d8818e443,2122.113845093235,0.3894184642405872,0.1420897918649236,76.08078235674321,1.0,0.1420897918649236,True,False
repair__f12__sigpowexpq__2021_10pct_x10__t0001__m050__salt_03,repair__f12__sigpowexpq__2021_10pct_x10__t0001__m050,salt_03,False,12,sigpowexpq,2021_10pct_x10,1,0.05,1117530411,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/salt_03/attempt_001/repair_row_enriched.csv,530fd08a48c1e5f6c01e59436f05c88ec756f59645683913c30bbcdb4e2e8706,2122.113867907919,0.3894267615157517,0.1420897918649236,76.1033091195244,1.0,0.1420897918649236,True,False
repair__f12__sigpowexpq__2021_10pct_x10__t0001__m050__warm,repair__f12__sigpowexpq__2021_10pct_x10__t0001__m050,warm,True,12,sigpowexpq,2021_10pct_x10,1,0.05,2337946980,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/warm/attempt_002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m050MeV/warm/attempt_002/repair_row_enriched.csv,7878b8a42f567a4675af8d1f89b404dbf271fb67d304a29ad22a656719871ef0,2122.1138574079137,0.3894637564714195,0.1420897918649236,76.28020884542354,1.0,0.2050889489557788,True,False
repair__f12__sigpowexpq__2021_10pct_x10__t0001__m190__salt_01,repair__f12__sigpowexpq__2021_10pct_x10__t0001__m190,salt_01,False,12,sigpowexpq,2021_10pct_x10,1,0.19,3945274605,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/salt_01/attempt_001/repair_row_enriched.csv,4c5437b9355f63ba4236361c129e016899bf9f8c0e19ae9e9f26a7b7806ff733,2002.1645174605603,0.2924342164673419,0.088538855903757,41.54246998803445,1.0,0.088538855903757,True,False
repair__f12__sigpowexpq__2021_10pct_x10__t0001__m190__salt_02,repair__f12__sigpowexpq__2021_10pct_x10__t0001__m190,salt_02,False,12,sigpowexpq,2021_10pct_x10,1,0.19,408680831,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/salt_02/attempt_001/repair_row_enriched.csv,c11a6132a8003e1b5546d83b9f0a138b771d374a0a5b3b103845aebb56154a4c,2002.1645230459003,0.2924342164673419,0.088538855903757,41.52969780558812,1.0,0.088538855903757,True,False
repair__f12__sigpowexpq__2021_10pct_x10__t0001__m190__salt_03,repair__f12__sigpowexpq__2021_10pct_x10__t0001__m190,salt_03,False,12,sigpowexpq,2021_10pct_x10,1,0.19,3077947401,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/salt_03/attempt_001/repair_row_enriched.csv,33437ae5f3f0cc49a1a3f224b5f2813b244b0b037bbd2020e6eb28c0031721e5,2002.164522315547,0.2924342164673419,0.088538855903757,41.52995160733831,1.0,0.088538855903757,True,False
repair__f12__sigpowexpq__2021_10pct_x10__t0001__m190__warm,repair__f12__sigpowexpq__2021_10pct_x10__t0001__m190,warm,True,12,sigpowexpq,2021_10pct_x10,1,0.19,1921945027,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/warm/attempt_002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/warm/attempt_002/repair_row_enriched.csv,3efd990f33419bf1a0090da788b1f0f30a420675f6909dfd66286465e728edc5,2002.164520744012,0.2924342164673419,0.088538855903757,41.53021616212087,8.27863608095037,0.2826586624264642,True,False
repair__f12__sigpowexpq__2021_10pct_x10__t0008__m230__salt_01,repair__f12__sigpowexpq__2021_10pct_x10__t0008__m230,salt_01,False,12,sigpowexpq,2021_10pct_x10,8,0.23,246662395,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/salt_01/attempt_001/repair_row_enriched.csv,a3a0090ac030342b2fc468d99e235e462fd5787f409298a61b089d4c14cc7f04,1990.3019854497547,0.3128321050543725,0.0947146233640934,41.0198532156923,1.0,0.0947146233640934,True,False
repair__f12__sigpowexpq__2021_10pct_x10__t0008__m230__salt_02,repair__f12__sigpowexpq__2021_10pct_x10__t0008__m230,salt_02,False,12,sigpowexpq,2021_10pct_x10,8,0.23,1339212466,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/salt_02/attempt_001/repair_row_enriched.csv,6d8f52860a8d19a6210f7e747713f7379b33374954040b6c68f7b39bc5be75e8,1990.3019908382744,0.3128321050543725,0.0947146233640934,41.01997109702361,1.0,0.0947146233640934,True,False
repair__f12__sigpowexpq__2021_10pct_x10__t0008__m230__salt_03,repair__f12__sigpowexpq__2021_10pct_x10__t0008__m230,salt_03,False,12,sigpowexpq,2021_10pct_x10,8,0.23,2455958068,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/salt_03/attempt_001/repair_row_enriched.csv,f7f3cc2f78b725479ebfbd36b7d2d133f1c8bc2d51805e06d90b5670549f2151,1990.3019898866523,0.3128321050543725,0.0947146233640934,41.0204635665397,1.0,0.0947146233640934,True,False
repair__f12__sigpowexpq__2021_10pct_x10__t0008__m230__warm,repair__f12__sigpowexpq__2021_10pct_x10__t0008__m230,warm,True,12,sigpowexpq,2021_10pct_x10,8,0.23,855320147,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/warm/attempt_002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_10pct_x10/toy_0008/m230MeV/warm/attempt_002/repair_row_enriched.csv,34d2603320604a04462421ef5e1a847ffff342b07fe7d46eb4d380c03abb0cef,1990.3019851657073,0.3128321050543725,0.0947146233640934,41.01995179750811,1.0,0.1367087832386334,True,False
repair__f12__sigpowexpq__2021_1pct__t0008__m210__salt_01,repair__f12__sigpowexpq__2021_1pct__t0008__m210,salt_01,False,12,sigpowexpq,2021_1pct,8,0.21,4163114076,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_01/attempt_001/repair_row_enriched.csv,b940ad12bb57998a3c09f226fb274e5153f0106b2005b0066a10f4307bbccfe3,1172.8744946962036,0.3016948123244489,0.0913426405363494,20.284284268635233,1.0,0.0913426405363494,True,False
repair__f12__sigpowexpq__2021_1pct__t0008__m210__salt_02,repair__f12__sigpowexpq__2021_1pct__t0008__m210,salt_02,False,12,sigpowexpq,2021_1pct,8,0.21,2803871116,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_02/attempt_001/repair_row_enriched.csv,50e10c3ae410a7d0858f905c83750000b73269c07e8362e8d21f40b645b3a9ac,1172.8744946976333,0.3016948123244489,0.0913426405363494,20.28388284783941,1.0,0.0913426405363494,True,False
repair__f12__sigpowexpq__2021_1pct__t0008__m210__salt_03,repair__f12__sigpowexpq__2021_1pct__t0008__m210,salt_03,False,12,sigpowexpq,2021_1pct,8,0.21,3582174428,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct/toy_0008/m210MeV/salt_03/attempt_001/repair_row_enriched.csv,3a3963d8e2eca34d66380968a46584dfa4b7624f53f4f44b756a402cdc2886b1,1172.8744947013065,0.3016948123244489,0.0913426405363494,20.283712241799908,1.0,0.0913426405363494,True,False
repair__f12__sigpowexpq__2021_1pct__t0008__m210__warm,repair__f12__sigpowexpq__2021_1pct__t0008__m210,warm,True,12,sigpowexpq,2021_1pct,8,0.21,1430939503,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct/toy_0008/m210MeV/warm/attempt_002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct/toy_0008/m210MeV/warm/attempt_002/repair_row_enriched.csv,4b000cc5f3efcef0f3762b5fbcb84270098cc05d78cb8c7b543a8d44fe65b544,1172.874494694802,0.3016948123244489,0.0913426405363494,20.284457323115124,5.861467645103672,0.2643190141929905,True,False
repair__f12__sigpowexpq__2021_1pct_x100__t0004__m050__salt_01,repair__f12__sigpowexpq__2021_1pct_x100__t0004__m050,salt_01,False,12,sigpowexpq,2021_1pct_x100,4,0.05,3987086718,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/salt_01/attempt_001/repair_row_enriched.csv,29698b94d7e84d2852bb9531629c6a1d76e2b8ffc78bcf721312b7b25c7bd303,1631.6281714239783,0.3697934114757469,0.1420897918649236,0.6512599773404462,1.0,0.1420897918649236,True,False
repair__f12__sigpowexpq__2021_1pct_x100__t0004__m050__salt_02,repair__f12__sigpowexpq__2021_1pct_x100__t0004__m050,salt_02,False,12,sigpowexpq,2021_1pct_x100,4,0.05,3090849045,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/salt_02/attempt_001/repair_row_enriched.csv,7ee65f4606eac486600b29ef586dd10b8c83ebe429125220b80645ae6aa6ce32,2091.483597291844,0.377756528482858,0.1420897918649236,71.58053613620575,1.0,0.1420897918649236,True,False
repair__f12__sigpowexpq__2021_1pct_x100__t0004__m050__salt_03,repair__f12__sigpowexpq__2021_1pct_x100__t0004__m050,salt_03,False,12,sigpowexpq,2021_1pct_x100,4,0.05,1877697989,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/salt_03/attempt_001/repair_row_enriched.csv,5c6d8761d004d9bbe1962ce6dcf4fe0f8531cd79b6d9d3c40563a4297bf3f9ba,1837.0753882043011,0.0993012311419434,0.1420897918649236,8.971101329283913,1.0,0.1420897918649236,True,False
repair__f12__sigpowexpq__2021_1pct_x100__t0004__m050__warm,repair__f12__sigpowexpq__2021_1pct_x100__t0004__m050,warm,True,12,sigpowexpq,2021_1pct_x100,4,0.05,2550789069,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/warm/attempt_002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0004/m050MeV/warm/attempt_002/repair_row_enriched.csv,c270f7118a28ae4c35fca698ae6aa3a875f06e98fa34e18c1627b69237b47f6b,2091.483590114649,0.3777576880167095,0.1420897918649236,71.58329236765334,1.0,0.2050889489557788,True,False
repair__f12__sigpowexpq__2021_1pct_x100__t0006__m230__salt_01,repair__f12__sigpowexpq__2021_1pct_x100__t0006__m230,salt_01,False,12,sigpowexpq,2021_1pct_x100,6,0.23,1196070655,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/salt_01/attempt_001/repair_row_enriched.csv,7847456747677e15465bfc3b528694e95caa93ca0c4691ca43ea96ec37e0ad22,1950.83762469636,0.3128321050543725,0.0947146233640934,45.19194409941285,1.0,0.0947146233640934,True,False
repair__f12__sigpowexpq__2021_1pct_x100__t0006__m230__salt_02,repair__f12__sigpowexpq__2021_1pct_x100__t0006__m230,salt_02,False,12,sigpowexpq,2021_1pct_x100,6,0.23,2602486449,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/salt_02/attempt_001/repair_row_enriched.csv,1617d7f40d053496e98c110d22a1ddaad2701b6459c8cf5bb6725f0fef2e2b18,1950.8376310909896,0.3128321050543725,0.0947146233640934,45.18848968195597,1.0,0.0947146233640934,True,False
repair__f12__sigpowexpq__2021_1pct_x100__t0006__m230__salt_03,repair__f12__sigpowexpq__2021_1pct_x100__t0006__m230,salt_03,False,12,sigpowexpq,2021_1pct_x100,6,0.23,2506959335,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/salt_03/attempt_001/repair_row_enriched.csv,edd7c0657c2f9151a831ea68c228ac142cb395ccdc4376df8c145a7a5dee0932,1950.8376327499905,0.3128321050543725,0.0947146233640934,45.19437482859215,1.0,0.0947146233640934,True,False
repair__f12__sigpowexpq__2021_1pct_x100__t0006__m230__warm,repair__f12__sigpowexpq__2021_1pct_x100__t0006__m230,warm,True,12,sigpowexpq,2021_1pct_x100,6,0.23,3304774624,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/warm/attempt_002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0006/m230MeV/warm/attempt_002/repair_row_enriched.csv,c8c5bbe20ecb61a277f7507e40b96d6556b4bb8758ec87552eb93ea78e38600d,1950.8376300485456,0.3128321050543725,0.0947146233640934,45.16658519749587,1.0,0.1367087832386334,True,False
repair__f12__sigpowexpq__2021_1pct_x100__t0008__m230__salt_01,repair__f12__sigpowexpq__2021_1pct_x100__t0008__m230,salt_01,False,12,sigpowexpq,2021_1pct_x100,8,0.23,845989831,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_01/attempt_001/repair_row_enriched.csv,594c9b3cf453c32c4fd5674b666e733fa62d2791a6106453d6868748f66c0b5c,1961.6597248563896,0.3128321050543725,0.0947146233640934,43.75341669597968,1.0,0.0947146233640934,True,False
repair__f12__sigpowexpq__2021_1pct_x100__t0008__m230__salt_02,repair__f12__sigpowexpq__2021_1pct_x100__t0008__m230,salt_02,False,12,sigpowexpq,2021_1pct_x100,8,0.23,4206115794,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_02/attempt_001/repair_row_enriched.csv,d2d51e387ad01e070ae366ac5e947a28b9c96b01a37efc46f6d50583eb565aef,1961.6597402259115,0.3128321050543725,0.0947146233640934,43.74294485081965,1.0,0.0947146233640934,True,False
repair__f12__sigpowexpq__2021_1pct_x100__t0008__m230__salt_03,repair__f12__sigpowexpq__2021_1pct_x100__t0008__m230,salt_03,False,12,sigpowexpq,2021_1pct_x100,8,0.23,933340036,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f12/sigpowexpq/2021_1pct_x100/toy_0008/m230MeV/salt_03/attempt_001/repair_row_enriched.csv,739b63edfb2de35c8fb0416119fbd1d88a6cc3f19b08a69b476c3a87fe484652,1961.659729892204,0.3128321050543725,0.0947146233640934,43.74807831094426,1.0,0.0947146233640934,True,False
