schema_version,study_id,repair_row_id,repair_attempt_id,variant,variant_order,warm_start,repair_reason,target_task_id,target_factor,truth_model,study_scenario,background_toy_index,mass_GeV,mass_MeV,target_config,target_config_sha256,nominal_kernel_constant_init,warm_start_source_factor,warm_start_source_attempt_path,warm_start_ls_opt,warm_start_const_opt,current_target_lml_at_plan,source_lml_at_plan,repair_base_seed,planned_optimizer_seed,optimizer_restarts,expected_limit_bands,interpolation_used,fit_code_commit,dry_run,execution_authorized,fit_launched
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__gengamma__2021_1pct_x100__t0009__m190,repair__f09__gengamma__2021_1pct_x100__t0009__m190__warm,warm,4,True,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__gengamma__2021_1pct_x100__t0009,9,gengamma,2021_1pct_x100,9,0.19,190,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,25.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/gengamma/2021_1pct_x100/toy_0009/grid_050_020_250/attempt_001,0.127794830724439,1.0,663.7859881091231,1189.347594728053,150947312,3252447887,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_10pct_x10__t0000__m110,repair__f09__sigpowexpq__2021_10pct_x10__t0000__m110__salt_01,salt_01,1,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_10pct_x10__t0000,9,sigpowexpq,2021_10pct_x10,0,0.11,110,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,689.5669946927801,,642228513,1510300805,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_10pct_x10__t0000__m110,repair__f09__sigpowexpq__2021_10pct_x10__t0000__m110__salt_02,salt_02,2,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_10pct_x10__t0000,9,sigpowexpq,2021_10pct_x10,0,0.11,110,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,689.5669946927801,,2536973021,724705974,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_10pct_x10__t0000__m110,repair__f09__sigpowexpq__2021_10pct_x10__t0000__m110__salt_03,salt_03,3,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_10pct_x10__t0000,9,sigpowexpq,2021_10pct_x10,0,0.11,110,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,689.5669946927801,,3214400249,3820474854,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_10pct_x10__t0000__m110,repair__f09__sigpowexpq__2021_10pct_x10__t0000__m110__warm,warm,4,True,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_10pct_x10__t0000,9,sigpowexpq,2021_10pct_x10,0,0.11,110,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,25.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/sigpowexpq/2021_10pct_x10/toy_0000/grid_050_020_250/attempt_001,0.1288420373951844,1.0,689.5669946927801,1243.8784588565704,2605915667,2625459359,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_10pct_x10__t0001__m050,repair__f09__sigpowexpq__2021_10pct_x10__t0001__m050__salt_01,salt_01,1,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_10pct_x10__t0001,9,sigpowexpq,2021_10pct_x10,1,0.05,50,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,1246.6939668243506,,3552385395,538324766,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_10pct_x10__t0001__m050,repair__f09__sigpowexpq__2021_10pct_x10__t0001__m050__salt_02,salt_02,2,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_10pct_x10__t0001,9,sigpowexpq,2021_10pct_x10,1,0.05,50,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,1246.6939668243506,,145478750,226329394,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_10pct_x10__t0001__m050,repair__f09__sigpowexpq__2021_10pct_x10__t0001__m050__salt_03,salt_03,3,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_10pct_x10__t0001,9,sigpowexpq,2021_10pct_x10,1,0.05,50,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,1246.6939668243506,,770484394,3361666812,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_10pct_x10__t0001__m050,repair__f09__sigpowexpq__2021_10pct_x10__t0001__m050__warm,warm,4,True,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_10pct_x10__t0001,9,sigpowexpq,2021_10pct_x10,1,0.05,50,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,25.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/sigpowexpq/2021_10pct_x10/toy_0001/grid_050_020_250/attempt_001,0.2050889489557788,1.0,1246.6939668243506,1598.0841010997776,800549000,1592314742,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_10pct_x10__t0008__m230,repair__f09__sigpowexpq__2021_10pct_x10__t0008__m230__salt_01,salt_01,1,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_10pct_x10__t0008,9,sigpowexpq,2021_10pct_x10,8,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,677.635515502011,,2317398222,185678148,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_10pct_x10__t0008__m230,repair__f09__sigpowexpq__2021_10pct_x10__t0008__m230__salt_02,salt_02,2,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_10pct_x10__t0008,9,sigpowexpq,2021_10pct_x10,8,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,677.635515502011,,2867554010,749716310,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_10pct_x10__t0008__m230,repair__f09__sigpowexpq__2021_10pct_x10__t0008__m230__salt_03,salt_03,3,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_10pct_x10__t0008,9,sigpowexpq,2021_10pct_x10,8,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,677.635515502011,,4034965610,2565553095,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_10pct_x10__t0008__m230,repair__f09__sigpowexpq__2021_10pct_x10__t0008__m230__warm,warm,4,True,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_10pct_x10__t0008,9,sigpowexpq,2021_10pct_x10,8,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,25.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/sigpowexpq/2021_10pct_x10/toy_0008/grid_050_020_250/attempt_001,0.1367087832386334,1.0,677.635515502011,1202.694315584009,3304029039,3933937165,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct__t0004__m130,repair__f09__sigpowexpq__2021_1pct__t0004__m130__salt_01,salt_01,1,False,higher_factor_optimizer_miss;lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_1pct__t0004,9,sigpowexpq,2021_1pct,4,0.13,130,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,490.96195225223977,,223561537,2904005179,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct__t0004__m130,repair__f09__sigpowexpq__2021_1pct__t0004__m130__salt_02,salt_02,2,False,higher_factor_optimizer_miss;lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_1pct__t0004,9,sigpowexpq,2021_1pct,4,0.13,130,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,490.96195225223977,,2652131740,2703154746,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct__t0004__m130,repair__f09__sigpowexpq__2021_1pct__t0004__m130__salt_03,salt_03,3,False,higher_factor_optimizer_miss;lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_1pct__t0004,9,sigpowexpq,2021_1pct,4,0.13,130,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,490.96195225223977,,2324890647,4093690383,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct__t0004__m130,repair__f09__sigpowexpq__2021_1pct__t0004__m130__warm,warm,4,True,higher_factor_optimizer_miss;lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_1pct__t0004,9,sigpowexpq,2021_1pct,4,0.13,130,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,6.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/sigpowexpq/2021_1pct/toy_0004/grid_050_020_250/attempt_001,0.142334653889776,22.428039860983336,490.96195225223977,1082.5276639529447,1845790178,4236194138,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct__t0008__m210,repair__f09__sigpowexpq__2021_1pct__t0008__m210__salt_01,salt_01,1,False,lower_factor_optimizer_miss,scan__f09__sigpowexpq__2021_1pct__t0008,9,sigpowexpq,2021_1pct,8,0.21,210,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,1059.126672635756,,2335919015,2982327876,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct__t0008__m210,repair__f09__sigpowexpq__2021_1pct__t0008__m210__salt_02,salt_02,2,False,lower_factor_optimizer_miss,scan__f09__sigpowexpq__2021_1pct__t0008,9,sigpowexpq,2021_1pct,8,0.21,210,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,1059.126672635756,,3284955503,4143575204,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct__t0008__m210,repair__f09__sigpowexpq__2021_1pct__t0008__m210__salt_03,salt_03,3,False,lower_factor_optimizer_miss,scan__f09__sigpowexpq__2021_1pct__t0008,9,sigpowexpq,2021_1pct,8,0.21,210,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,1059.126672635756,,3469089543,2842339520,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct__t0008__m210,repair__f09__sigpowexpq__2021_1pct__t0008__m210__warm,warm,4,True,lower_factor_optimizer_miss,scan__f09__sigpowexpq__2021_1pct__t0008,9,sigpowexpq,2021_1pct,8,0.21,210,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,20.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f20/sigpowexpq/2021_1pct/toy_0008/grid_050_020_250/attempt_001,0.2249538928564002,5.861467645103672,1059.126672635756,1135.6361504854665,1706697751,313660499,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct_x100__t0004__m050,repair__f09__sigpowexpq__2021_1pct_x100__t0004__m050__salt_01,salt_01,1,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_1pct_x100__t0004,9,sigpowexpq,2021_1pct_x100,4,0.05,50,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,1232.8452527939128,,1155227206,3281670806,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct_x100__t0004__m050,repair__f09__sigpowexpq__2021_1pct_x100__t0004__m050__salt_02,salt_02,2,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_1pct_x100__t0004,9,sigpowexpq,2021_1pct_x100,4,0.05,50,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,1232.8452527939128,,923003457,1489925140,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct_x100__t0004__m050,repair__f09__sigpowexpq__2021_1pct_x100__t0004__m050__salt_03,salt_03,3,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_1pct_x100__t0004,9,sigpowexpq,2021_1pct_x100,4,0.05,50,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,1232.8452527939128,,446377429,3395411479,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct_x100__t0004__m050,repair__f09__sigpowexpq__2021_1pct_x100__t0004__m050__warm,warm,4,True,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_1pct_x100__t0004,9,sigpowexpq,2021_1pct_x100,4,0.05,50,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,25.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/sigpowexpq/2021_1pct_x100/toy_0004/grid_050_020_250/attempt_001,0.2050889489557788,1.0,1232.8452527939128,1578.4723911952983,2410630027,430908129,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct_x100__t0006__m230,repair__f09__sigpowexpq__2021_1pct_x100__t0006__m230__salt_01,salt_01,1,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_1pct_x100__t0006,9,sigpowexpq,2021_1pct_x100,6,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,671.3276947713039,,2525338511,331953581,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct_x100__t0006__m230,repair__f09__sigpowexpq__2021_1pct_x100__t0006__m230__salt_02,salt_02,2,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_1pct_x100__t0006,9,sigpowexpq,2021_1pct_x100,6,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,671.3276947713039,,1113281342,3413644338,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct_x100__t0006__m230,repair__f09__sigpowexpq__2021_1pct_x100__t0006__m230__salt_03,salt_03,3,False,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_1pct_x100__t0006,9,sigpowexpq,2021_1pct_x100,6,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,671.3276947713039,,3705456150,217338816,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct_x100__t0006__m230,repair__f09__sigpowexpq__2021_1pct_x100__t0006__m230__warm,warm,4,True,lower_factor_optimizer_miss;unresolved_exact_initialization_state,scan__f09__sigpowexpq__2021_1pct_x100__t0006,9,sigpowexpq,2021_1pct_x100,6,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,25.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/sigpowexpq/2021_1pct_x100/toy_0006/grid_050_020_250/attempt_001,0.1367087832386334,1.0,671.3276947713039,1188.7504914325275,1826053991,2356098161,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct_x100__t0008__m230,repair__f09__sigpowexpq__2021_1pct_x100__t0008__m230__salt_01,salt_01,1,False,lower_factor_optimizer_miss,scan__f09__sigpowexpq__2021_1pct_x100__t0008,9,sigpowexpq,2021_1pct_x100,8,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,1578.2872513496595,,3746928853,2999877859,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct_x100__t0008__m230,repair__f09__sigpowexpq__2021_1pct_x100__t0008__m230__salt_02,salt_02,2,False,lower_factor_optimizer_miss,scan__f09__sigpowexpq__2021_1pct_x100__t0008,9,sigpowexpq,2021_1pct_x100,8,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,1578.2872513496595,,13503075,2043797420,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct_x100__t0008__m230,repair__f09__sigpowexpq__2021_1pct_x100__t0008__m230__salt_03,salt_03,3,False,lower_factor_optimizer_miss,scan__f09__sigpowexpq__2021_1pct_x100__t0008,9,sigpowexpq,2021_1pct_x100,8,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,,,,,1578.2872513496595,,2950032581,1896935273,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
1,v4p1_2021_ls_exposure_ensembles_20260804,repair__f09__sigpowexpq__2021_1pct_x100__t0008__m230,repair__f09__sigpowexpq__2021_1pct_x100__t0008__m230__warm,warm,4,True,lower_factor_optimizer_miss,scan__f09__sigpowexpq__2021_1pct_x100__t0008,9,sigpowexpq,2021_1pct_x100,8,0.23,230,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_09.yaml,de1d305dd4698fa997184e40b8087efdd5d9dab1baea312fad3b3de893180d4a,1.0,25.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f25/sigpowexpq/2021_1pct_x100/toy_0008/grid_050_020_250/attempt_001,0.1091460034486243,8.88385047582782,1578.2872513496595,1746.774731839099,1412798331,3697904628,12,False,False,df4d4562060b4cdde46994cc58128d580d289adb,True,False,False
